"","satisfacao","ultima_avaliacao","volume_projetos","media_horas_mensais","tempo_cia","acidente_trabalho","saiu","promocao_ultimos_5_anos","comercial","salario"
"3845",0.75,"0.57",5,"162",3,0,0,0,"contabilidade","mediano"
"3846",0.64,"0.9",4," ",3,0,0,0,"RH","mediano"
"3847",0.79,"0.71",4,"271",3,0,0,0,"RH","mediano"
"3848",0.96,"0.61",3,"271",2,0,0,0,"RH","mediano"
"3849",0.63,"1",5,"244",2,0,0,0,"RH","mediano"
"3850",0.65,"0.55",5,"261",NA,1,0,0,"area tecnica","mediano"
"3851",NA,"0.81",3,"225",NA,0,0,0,"area tecnica","mediano"
"3852",0.26,"0.9",4,"266",5,0,0,0,"area tecnica","mediano"
"3853",0.84,"0.73",3,"146",5,1,0,0,"area tecnica","alto"
"3854",0.74,"0.77",3,"233",NA,0,0,0,"area tecnica","baixo"
"3855",0.53,"0.45",4,"180",3,0,0,0,"area tecnica","mediano"
"3856",0.7,"0.56",5,"208",3,0,0,0,"area tecnica","mediano"
"3857",0.62,"0.69",4,"165",NA,1,0,0,"area tecnica","mediano"
"3858",0.71,"0.68",4,"221",4,0,0,0,"area tecnica","mediano"
"3859",0.5,"0.65",3,"215",2,0,0,0,"area tecnica","baixo"
"3860",0.53,"0.5",6,"264",6,0,0,0,"area tecnica","baixo"
"3861",0.88,"0.89",2,"160",4,0,0,0,"suporte","baixo"
"3862",0.79,"0.83",2," ",3,0,0,0,"suporte","baixo"
"3863",0.69,"0.89",5,"201",2,0,0,0,"suporte","baixo"
"3864",0.57,"0.96",4,"264",2,0,0,0,"suporte","baixo"
"3865",0.68,"0.8",4,"186",3,1,0,0,"suporte","baixo"
"3866",0.6,"0.82",4," ",3,0,0,0,"suporte","baixo"
"3867",0.7,"0.9",4,"216",3,0,0,0,"suporte","baixo"
"3868",0.71,"0.76",4,"142",2,1,0,0,"suporte","baixo"
"3869",0.49,"0.51",4,"133",3,0,0,0,"suporte","baixo"
"3870",0.74,"0.7",4,"260",2,0,0,0,"suporte","baixo"
"3871",0.2,"0.93",4,"101",5,0,0,0,"suporte","baixo"
"3872",0.57,"0.5",4,"230",2,0,0,0,"area tecnica","baixo"
"3873",0.83,"0.48",3,"242",4,0,0,0,"area tecnica","baixo"
"3874",0.22,"0.64",3,"193",2,0,0,0,"area tecnica","baixo"
"3875",0.67,"0.57",2,"234",4,0,0,0,"gerencia","baixo"
"3876",0.54,"0.84",3,"132",3,0,0,0,"TI","baixo"
"3877",0.54,"0.53",4,"183",3,0,0,0,"TI","baixo"
"3878",0.64,"0.61",4,"191",4,0,0,0,"TI","baixo"
"3879",0.23,"0.84",5,"140",4,0,0,0,"TI","baixo"
"3880",0.88,"0.87",5,"257",3,0,0,0,"TI","mediano"
"3881",0.83,"0.54",4,"219",3,0,0,0,"produtos","mediano"
"3882",0.88,"0.67",5,"141",2,0,0,0,"produtos","mediano"
"3883",0.9,"0.85",5,"162",2,0,0,0,"produtos","mediano"
"3884",0.49,"0.61",3,"181",3,0,0,0,"produtos","mediano"
"3885",0.55,"0.49",3,"191",3,0,0,0,"TI","mediano"
"3886",0.92,"0.69",4,"149",6,1,0,0,"P&D","mediano"
"3887",0.72,"0.67",3,"164",4,0,0,0,"P&D","mediano"
"3888",0.63,"0.5",4,"235",3,0,0,0,"P&D","mediano"
"3889",0.98,"0.66",3,"199",3,0,0,0,"P&D","mediano"
"3890",0.76,"0.52",3,"248",3,0,0,0,"P&D","mediano"
"3891",0.42,"0.56",2,"103",3,1,0,0,"marketing","mediano"
"3892",0.58,"0.65",4,"248",4,0,0,0,"marketing","alto"
"3893",0.85,"0.82",3,"153",3,1,0,0,"comercial","baixo"
"3894",0.67,"0.95",4,"241",4,0,0,0,"contabilidade","mediano"
"3895",0.58,"1",4,"258",3,0,0,0,"suporte","mediano"
"3896",NA,"0.76",5,"172",5,1,0,0,"area tecnica","mediano"
"3897",0.56,"0.68",3,"149",2,0,0,0,"gerencia","mediano"
"3898",0.63,"0.83",4,"217",3,0,0,0,"marketing","baixo"
"3899",0.51,"0.92",3,"243",3,0,0,0,"marketing","baixo"
"3900",0.95,"0.81",5,"120",3,0,0,0,"marketing","baixo"
"3901",0.85,"0.55",3,"137",3,1,0,0,"comercial","baixo"
"3902",0.73,"0.78",5,"150",3,0,0,0,"comercial","baixo"
"3903",0.2,"0.49",5,"199",5,0,0,0,"comercial","baixo"
"3904",0.78,"0.79",3,"203",2,0,0,0,"comercial","baixo"
"3905",0.83,"0.8",3,"273",NA,0,0,0,"comercial","baixo"
"3906",NA,"0.56",2," ",3,1,0,0,"comercial","baixo"
"3907",0.98,"0.99",5,"141",3,0,0,0,"comercial","baixo"
"3908",1,"0.81",5,"243",3,0,0,0,"comercial","baixo"
"3909",0.7,"0.55",4,"159",3,0,0,0,"comercial","baixo"
"3910",0.62,"0.88",5,"146",3,0,0,0,"comercial","baixo"
"3911",0.67,"0.72",4,"159",2,0,0,0,"comercial","baixo"
"3912",0.86,"0.96",4,"196",3,0,0,0,"comercial","baixo"
"3913",0.44,"0.57",5,"183",2,1,0,0,"comercial","baixo"
"3914",0.19,"0.86",4,"192",4,0,0,0,"comercial","baixo"
"3915",0.76,"0.83",4,"246",2,0,0,0,"comercial","baixo"
"3916",0.89,"0.93",5,"191",4,0,0,0,"comercial","baixo"
"3917",0.25,"0.97",3,"158",3,0,0,0,"comercial","baixo"
"3918",0.68,"1",4,"167",2,0,0,0,"comercial","baixo"
"3919",0.38,"0.5",2,"187",2,1,0,0,"comercial","mediano"
"3920",0.64,"0.95",4,"199",4,0,0,0,"contabilidade","mediano"
"3921",0.76,"0.62",4,"157",3,0,0,0,"contabilidade","mediano"
"3922",0.26,"0.45",2,"157",3,0,0,0,"contabilidade","mediano"
"3923",0.69,"0.67",3,"178",2,0,0,0,"RH","mediano"
"3924",0.98,"0.66",3,"154",2,0,0,0,"RH","mediano"
"3925",0.86,"0.83",5,"208",2,1,0,0,"RH","mediano"
"3926",0.14,"0.68",4,"273",5,1,0,0,"RH","mediano"
"3927",0.58,"0.63",4,"159",3,0,0,0,"area tecnica","mediano"
"3928",0.63,"0.97",4,"234",2,0,0,0,"area tecnica","mediano"
"3929",0.7,"0.91",5,"139",3,1,0,0,"area tecnica","mediano"
"3930",0.73,"0.62",4,"210",4,0,0,0,"area tecnica","mediano"
"3931",0.89,"0.52",3,"164",3,0,0,0,"area tecnica","alto"
"3932",0.17,"0.61",3,"241",5,1,0,0,"area tecnica","baixo"
"3933",0.86,"0.73",5,"259",2,0,0,0,"area tecnica","mediano"
"3934",0.59,"0.73",3,"159",3,1,0,0,"area tecnica","mediano"
"3935",0.22,"0.51",4,"131",2,0,0,0,"area tecnica","mediano"
"3936",0.55,"0.57",3,"266",2,0,0,0,"area tecnica","mediano"
"3937",0.74,"0.6",3,"153",2,0,0,0,"area tecnica","baixo"
"3938",0.55,"0.54",3,"253",2,0,0,0,"suporte","baixo"
"3939",NA,"0.94",4,"141",2,1,0,0,"suporte","baixo"
"3940",0.64,"0.8",3," ",3,0,0,0,"suporte","baixo"
"3941",0.58,"0.71",3,"205",3,0,0,0,"suporte","baixo"
"3942",0.9,"0.6",4,"252",3,0,0,0,"suporte","baixo"
"3943",0.89,"0.9",4,"153",3,0,0,0,"suporte","baixo"
"3944",0.74,"0.37",2,"171",4,0,0,0,"suporte","baixo"
"3945",0.78,"0.91",5,"150",4,0,0,0,"suporte","baixo"
"3946",0.97,"0.53",4,"247",3,0,0,0,"suporte","baixo"
"3947",0.52,"0.92",4,"150",2,1,0,0,"suporte","baixo"
"3948",0.99,"0.86",4,"206",2,0,0,0,"suporte","baixo"
"3949",NA,"0.44",4,"192",4,1,0,0,"area tecnica","baixo"
"3950",0.69,"0.96",5,"164",3,0,0,0,"area tecnica","baixo"
"3951",0.59,"0.69",3,"186",3,0,0,0,"area tecnica","baixo"
"3952",0.95,"0.63",3,"249",3,0,0,0,"gerencia","baixo"
"3953",0.69,"0.81",3,"214",2,0,0,0,"TI","baixo"
"3954",0.76,"0.75",4,"193",4,0,0,0,"TI","baixo"
"3955",0.7,"0.84",2,"114",4,0,0,0,"TI","baixo"
"3956",0.87,"0.6",2,"122",2,0,0,0,"TI","baixo"
"3957",0.44,"0.55",3,"170",3,1,0,0,"TI","baixo"
"3958",0.54,"0.91",3,"151",3,0,0,0,"produtos","mediano"
"3959",0.55,"0.75",3,"156",3,0,0,0,"produtos","mediano"
"3960",0.81,"0.75",5,"170",3,1,0,0,"produtos","mediano"
"3961",0.5,"0.55",3,"188",2,0,0,0,"produtos","mediano"
"3962",0.93,"0.74",4,"201",3,1,0,0,"TI","mediano"
"3963",0.64,"0.5",6,"254",6,0,0,0,"P&D","mediano"
"3964",0.57,"0.78",3,"206",NA,0,0,0,"P&D","mediano"
"3965",0.95,"0.74",4,"216",3,0,0,0,"P&D","mediano"
"3966",0.86,"0.67",5,"200",3,0,0,0,"P&D","mediano"
"3967",0.82,"0.58",4,"202",NA,0,0,0,"P&D","mediano"
"3968",0.18,"0.79",4,"217",4,0,0,0,"P&D","mediano"
"3969",0.58,"0.7",5,"151",4,0,0,0,"marketing","mediano"
"3970",0.57,"0.56",3,"224",2,0,0,0,"comercial","alto"
"3971",0.94,"0.83",5,"148",3,0,0,0,"contabilidade","baixo"
"3972",0.2,"0.97",6,"224",5,1,0,0,"suporte","mediano"
"3973",0.73,"0.75",2,"243",5,1,0,0,"area tecnica","mediano"
"3974",0.94,"0.8",4,"238",3,1,0,0,"gerencia","mediano"
"3975",0.99,"0.61",3,"254",3,0,0,0,"marketing","mediano"
"3976",0.22,"0.49",4,"218",4,0,0,0,"marketing","baixo"
"3977",0.67,"0.66",3,"237",3,0,0,0,"marketing","baixo"
"3978",0.49,"0.67",4,"185",2,0,0,0,"comercial","baixo"
"3979",NA,"0.95",4,"184",NA,0,0,0,"comercial","baixo"
"3980",0.15,"0.74",2,"176",3,1,0,0,"comercial","baixo"
"3981",0.91,"0.89",4," ",3,0,0,0,"comercial","baixo"
"3982",0.7,"0.78",4,"254",4,0,0,0,"comercial","baixo"
"3983",0.6,"0.95",3,"221",3,0,0,0,"comercial","baixo"
"3984",0.59,"0.57",5,"257",2,0,0,0,"comercial","baixo"
"3985",0.59,"0.93",3,"265",3,1,0,0,"comercial","baixo"
"3986",0.55,"0.64",3,"138",3,1,0,0,"comercial","baixo"
"3987",0.42,"0.75",3,"163",2,1,0,0,"comercial","baixo"
"3988",0.57,"0.81",3,"144",3,0,0,0,"comercial","baixo"
"3989",0.72,"0.51",3,"146",2,1,0,0,"comercial","baixo"
"3990",0.83,"0.81",3,"242",6,0,0,0,"comercial","baixo"
"3991",0.89,"0.93",4," ",3,0,0,0,"comercial","baixo"
"3992",0.55,"0.59",3,"245",3,0,0,0,"comercial","baixo"
"3993",0.53,"0.75",4,"201",2,0,0,0,"comercial","baixo"
"3994",0.74,"0.59",4,"177",4,1,0,0,"comercial","mediano"
"3995",0.63,"0.98",4,"160",2,0,0,0,"comercial","mediano"
"3996",NA,"0.4",6,"177",2,1,0,0,"comercial","mediano"
"3997",0.61,"0.97",4,"153",3,0,0,0,"contabilidade","mediano"
"3998",0.76,"0.79",3,"197",5,0,0,0,"contabilidade","mediano"
"3999",0.67,"0.82",4,"246",4,0,0,0,"contabilidade","mediano"
"4000",0.51,"0.95",4,"258",3,0,0,0,"RH","mediano"
"4001",0.67,"0.55",3,"137",3,0,0,0,"RH","mediano"
"4002",0.16,"0.94",3,"178",4,0,0,0,"RH","mediano"
"4003",0.34,"0.85",4,"123",4,0,0,0,"RH","mediano"
"4004",0.58,"0.73",5,"162",3,1,0,0,"area tecnica","mediano"
"4005",0.5,"0.71",5,"210",5,0,0,0,"area tecnica","mediano"
"4006",0.56,"0.48",4,"197",3,1,0,0,"area tecnica","alto"
"4007",0.56,"0.98",3,"220",3,0,0,0,"area tecnica","baixo"
"4008",0.74,"0.71",4,"133",2,0,0,0,"area tecnica","mediano"
"4009",0.69,"0.99",3,"198",2,0,0,0,"area tecnica","mediano"
"4010",0.15,"0.81",4," ",5,0,0,0,"area tecnica","mediano"
"4011",NA,"0.67",2,"180",2,0,0,0,"area tecnica","mediano"
"4012",0.8,"0.79",3,"217",3,0,0,0,"area tecnica","baixo"
"4013",0.5,"0.57",3,"223",3,0,0,0,"area tecnica","baixo"
"4014",0.66,"0.92",4,"229",2,0,0,0,"area tecnica","baixo"
"4015",0.81,"0.78",4,"159",3,0,0,0,"suporte","baixo"
"4016",0.14,"0.68",5,"253",5,0,0,0,"suporte","baixo"
"4017",0.92,"0.85",3,"235",2,0,0,0,"suporte","baixo"
"4018",0.69,"0.91",4,"186",3,0,0,0,"suporte","baixo"
"4019",NA,"0.99",4,"263",2,0,0,0,"suporte","baixo"
"4020",0.85,"0.39",4,"239",NA,0,0,0,"suporte","baixo"
"4021",0.83,"0.69",4,"151",2,0,0,0,"suporte","baixo"
"4022",1,"0.49",3,"106",4,0,0,0,"suporte","baixo"
"4023",0.68,"0.65",3,"183",4,0,0,0,"suporte","baixo"
"4024",0.26,"0.97",3,"125",2,0,0,0,"suporte","baixo"
"4025",0.35,"0.41",3,"157",2,0,0,0,"suporte","baixo"
"4026",0.12,"0.58",3,"241",2,0,0,0,"area tecnica","baixo"
"4027",0.91,"0.93",4,"184",3,0,0,0,"area tecnica","baixo"
"4028",0.65,"0.67",4,"144",3,0,0,0,"area tecnica","baixo"
"4029",0.78,"0.72",3,"255",4,1,0,0,"gerencia","baixo"
"4030",0.61,"0.82",3,"261",4,0,0,0,"TI","baixo"
"4031",0.64,"0.51",4," ",2,0,0,0,"TI","baixo"
"4032",0.58,"0.73",4,"205",4,0,0,0,"TI","baixo"
"4033",0.63,"0.76",4,"217",2,1,0,0,"TI","mediano"
"4034",0.94,"0.6",4,"215",2,1,0,0,"TI","mediano"
"4035",0.26,"0.81",5,"139",4,0,0,0,"produtos","mediano"
"4036",0.59,"0.69",3,"146",3,0,0,0,"produtos","mediano"
"4037",NA,"0.8",4,"175",3,0,0,0,"produtos","mediano"
"4038",0.86,"0.64",5,"188",3,0,0,0,"produtos","mediano"
"4039",0.79,"0.73",5,"155",3,0,0,0,"TI","mediano"
"4040",0.89,"0.73",4,"171",4,0,0,0,"P&D","mediano"
"4041",0.34,"0.99",4,"184",3,0,0,0,"P&D","mediano"
"4042",0.29,"0.77",3,"164",6,0,0,0,"P&D","mediano"
"4043",0.71,"0.89",3,"244",4,0,0,0,"P&D","mediano"
"4044",0.93,"0.58",4,"222",2,0,0,0,"P&D","mediano"
"4045",0.94,"0.76",4,"231",3,1,0,0,"P&D","alto"
"4046",0.91,"0.72",3,"213",3,0,0,0,"marketing","baixo"
"4047",0.71,"0.96",4,"144",4,0,0,0,"comercial","mediano"
"4048",0.67,"0.81",3,"221",4,1,0,0,"contabilidade","mediano"
"4049",0.54,"0.42",3,"138",3,1,0,0,"suporte","mediano"
"4050",0.89,"0.58",3,"183",4,0,0,0,"area tecnica","mediano"
"4051",NA,"0.91",3,"250",3,1,0,0,"gerencia","baixo"
"4052",0.15,"0.89",3,"219",6,0,0,0,"marketing","baixo"
"4053",0.45,"0.92",6,"164",4,1,0,0,"marketing","baixo"
"4054",0.92,"0.67",4,"161",4,1,0,0,"marketing","baixo"
"4055",0.63,"0.56",4,"274",5,1,0,0,"comercial","baixo"
"4056",0.8,"0.66",4,"181",3,1,0,0,"comercial","baixo"
"4057",0.45,"0.72",3,"148",2,0,0,0,"comercial","baixo"
"4058",0.72,"0.54",3,"226",NA,1,0,0,"comercial","baixo"
"4059",0.84,"0.36",6,"256",5,0,0,0,"comercial","baixo"
"4060",0.61,"0.51",3,"141",2,0,0,0,"comercial","baixo"
"4061",0.63,"0.88",3,"177",3,0,0,0,"comercial","baixo"
"4062",0.49,"0.54",4,"173",2,0,0,0,"comercial","baixo"
"4063",0.68,"0.51",2,"196",3,0,0,0,"comercial","baixo"
"4064",0.64,"0.85",5,"179",2,0,0,0,"comercial","baixo"
"4065",0.61,"0.64",4,"201",3,0,0,0,"comercial","baixo"
"4066",0.83,"0.55",5,"247",3,0,0,0,"comercial","baixo"
"4067",0.94,"0.51",5,"238",2,0,0,0,"comercial","baixo"
"4068",0.27,"0.66",3,"133",NA,0,0,0,"comercial","baixo"
"4069",0.6,"0.49",2,"194",4,0,0,0,"comercial","baixo"
"4070",0.83,"0.69",4,"232",2,0,0,0,"comercial","baixo"
"4071",0.53,"0.75",3,"232",3,0,0,0,"comercial","baixo"
"4072",0.79,"0.97",4,"204",3,0,0,0,"comercial","mediano"
"4073",0.96,"0.49",4,"252",3,1,0,0,"comercial","mediano"
"4074",0.5,"0.56",3,"164",3,0,0,0,"contabilidade","mediano"
"4075",0.68,"0.81",5,"266",2,0,0,0,"contabilidade","mediano"
"4076",0.24,"0.54",4,"226",4,1,0,0,"contabilidade","mediano"
"4077",0.8,"0.8",4,"252",6,0,0,0,"RH","mediano"
"4078",0.62,"0.74",4,"155",3,0,0,0,"RH","mediano"
"4079",1,"0.85",3,"202",2,0,0,0,"RH","mediano"
"4080",0.64,"0.75",3,"214",3,0,0,0,"RH","mediano"
"4081",0.51,"0.55",4,"267",3,0,0,0,"area tecnica","mediano"
"4082",0.74,"0.5",4,"265",3,0,0,0,"area tecnica","mediano"
"4083",0.49,"0.99",3,"221",2,1,0,0,"area tecnica","mediano"
"4084",0.96,"0.83",4,"132",NA,0,0,0,"area tecnica","alto"
"4085",0.59,"0.62",4,"227",NA,1,0,0,"area tecnica","baixo"
"4086",0.84,"0.57",4,"234",3,0,0,0,"area tecnica","mediano"
"4087",0.16,"0.84",3,"238",6,0,0,0,"area tecnica","mediano"
"4088",0.62,"0.75",3,"149",2,1,0,0,"area tecnica","mediano"
"4089",0.79,"0.67",4,"152",3,0,0,0,"area tecnica","mediano"
"4090",0.53,"0.83",4,"249",3,1,0,0,"area tecnica","baixo"
"4091",0.17,"0.48",6,"270",5,0,0,0,"area tecnica","baixo"
"4092",0.57,"0.76",3,"200",2,0,0,0,"suporte","baixo"
"4093",0.65,"0.82",4,"207",2,0,0,0,"suporte","baixo"
"4094",0.69,"0.74",4,"266",2,1,0,0,"suporte","baixo"
"4095",0.3,"0.8",6,"250",3,0,0,0,"suporte","baixo"
"4096",0.99,"0.92",3,"220",3,0,0,0,"suporte","baixo"
"4097",0.5,"0.69",4,"177",2,0,0,0,"suporte","baixo"
"4098",0.54,"0.96",3,"147",2,0,0,0,"suporte","mediano"
"4099",0.69,"0.57",4,"227",4,0,0,0,"suporte","mediano"
"4100",0.5,"0.85",4,"272",2,0,0,0,"suporte","mediano"
"4101",0.66,"0.73",3,"244",3,0,0,0,"suporte","mediano"
"4102",1,"0.93",5,"182",3,1,0,0,"suporte","mediano"
"4103",0.15,"0.61",3,"146",6,1,0,0,"area tecnica","mediano"
"4104",0.31,"0.54",5,"259",5,1,0,0,"area tecnica","mediano"
"4105",0.65,"0.49",4,"184",4,0,0,0,"area tecnica","mediano"
"4106",NA,"0.69",4,"149",NA,0,0,0,"gerencia","mediano"
"4107",0.84,"0.85",4,"185",NA,1,0,0,"TI","mediano"
"4108",0.55,"0.8",3,"254",2,0,0,0,"TI","mediano"
"4109",0.6,"0.58",4,"249",NA,0,0,0,"TI","mediano"
"4110",0.84,"0.48",4,"269",2,0,0,0,"TI","mediano"
"4111",0.68,"0.87",3,"168",3,0,0,0,"TI","mediano"
"4112",NA,"1",6,"225",3,0,0,0,"produtos","mediano"
"4113",0.88,"0.98",3,"160",2,0,0,0,"produtos","mediano"
"4114",0.64,"0.57",5,"149",3,1,0,0,"produtos","mediano"
"4115",0.19,"0.95",5,"193",3,0,0,0,"produtos","mediano"
"4116",0.83,"0.88",5,"171",3,1,0,0,"TI","mediano"
"4117",0.17,"0.41",4,"232",3,1,0,0,"P&D","mediano"
"4118",0.44,"0.74",4,"250",6,0,0,0,"P&D","mediano"
"4119",0.52,"0.55",4,"243",2,0,0,0,"P&D","mediano"
"4120",0.66,"0.62",4," ",2,0,0,0,"P&D","mediano"
"4121",0.96,"0.55",4,"153",3,0,0,0,"P&D","mediano"
"4122",0.19,"0.5",5,"126",3,1,0,0,"P&D","mediano"
"4123",0.86,"1",3,"192",3,0,0,0,"marketing","alto"
"4124",0.65,"0.57",3,"137",4,1,0,0,"comercial","alto"
"4125",0.61,"0.97",3,"199",3,1,0,0,"contabilidade","alto"
"4126",0.53,"0.96",3," ",3,1,0,0,"suporte","alto"
"4127",0.14,"0.76",5,"260",6,0,0,0,"area tecnica","alto"
"4128",0.74,"1",4,"199",4,0,0,0,"gerencia","alto"
"4129",0.47,"0.62",6,"171",5,1,0,0,"marketing","alto"
"4130",0.6,"0.56",4,"260",3,0,0,0,"marketing","alto"
"4131",0.81,"0.58",3,"243",NA,0,0,0,"marketing","alto"
"4132",NA,"0.59",2,"154",4,0,0,0,"comercial","alto"
"4133",0.98,"0.8",2,"201",2,0,0,0,"comercial","alto"
"4134",0.52,"0.8",5,"234",3,0,0,0,"comercial","alto"
"4135",1,"0.97",3,"216",3,1,0,0,"comercial","baixo"
"4136",0.16,"0.74",5,"205",4,1,0,0,"comercial","baixo"
"4137",0.19,"0.83",3,"225",4,0,0,0,"comercial","baixo"
"4138",0.94,"0.87",3,"229",3,0,0,0,"comercial","baixo"
"4139",0.58,"0.43",6,"132",3,0,0,0,"comercial","baixo"
"4140",0.92,"0.69",4,"180",NA,0,0,0,"comercial","baixo"
"4141",0.65,"0.8",4,"164",4,0,0,0,"comercial","baixo"
"4142",0.74,"0.74",5,"175",NA,0,0,0,"comercial","baixo"
"4143",0.6,"0.53",5,"103",2,0,0,0,"comercial","baixo"
"4144",1,"1",5,"142",4,0,0,0,"comercial","baixo"
"4145",0.81,"0.96",4,"212",3,0,0,0,"comercial","baixo"
"4146",0.54,"0.67",2,"129",3,1,0,0,"comercial","baixo"
"4147",0.18,"0.81",5,"140",4,0,0,0,"comercial","baixo"
"4148",0.82,"0.88",4,"149",2,0,0,0,"comercial","baixo"
"4149",0.9,"0.96",2,"258",2,0,0,0,"comercial","baixo"
"4150",0.62,"0.62",4,"136",2,0,0,0,"comercial","mediano"
"4151",0.77,"0.76",2,"216",3,1,0,0,"contabilidade","mediano"
"4152",0.58,"0.86",3,"151",2,0,0,0,"contabilidade","mediano"
"4153",0.27,"0.47",5,"217",6,0,0,0,"contabilidade","mediano"
"4154",0.78,"0.72",4,"219",3,0,0,0,"RH","mediano"
"4155",0.98,"0.66",3,"150",3,0,0,0,"RH","mediano"
"4156",0.75,"0.5",4,"98",4,0,0,0,"RH","mediano"
"4157",0.74,"0.67",5,"140",3,0,0,0,"RH","mediano"
"4158",0.9,"0.99",3,"259",3,1,0,0,"area tecnica","mediano"
"4159",0.73,"0.71",5,"215",6,1,0,0,"area tecnica","mediano"
"4160",0.9,"0.62",4,"258",3,0,0,0,"area tecnica","mediano"
"4161",0.68,"0.91",4,"162",3,1,0,0,"area tecnica","mediano"
"4162",0.9,"0.74",3,"260",4,0,0,0,"area tecnica","alto"
"4163",0.64,"0.93",5,"198",NA,0,0,0,"area tecnica","alto"
"4164",0.63,"0.9",2,"242",3,1,0,0,"area tecnica","alto"
"4165",0.87,"0.89",4,"219",4,0,0,0,"area tecnica","alto"
"4166",0.6,"0.55",4,"204",3,0,0,0,"area tecnica","alto"
"4167",0.7,"0.74",3,"157",3,0,0,0,"area tecnica","alto"
"4168",0.15,"0.94",5,"244",6,0,0,0,"area tecnica","alto"
"4169",0.45,"0.75",3,"122",NA,0,0,0,"suporte","alto"
"4170",0.43,"0.9",5,"282",5,0,0,0,"suporte","baixo"
"4171",0.92,"0.46",5," ",5,0,0,0,"suporte","baixo"
"4172",NA,"0.81",4,"134",2,0,0,0,"suporte","baixo"
"4173",0.94,"0.84",3,"210",2,0,0,0,"suporte","baixo"
"4174",0.74,"0.52",3,"170",3,0,0,0,"suporte","baixo"
"4175",0.48,"0.71",2," ",3,1,0,0,"suporte","baixo"
"4176",0.84,"0.76",5,"215",2,1,0,0,"suporte","baixo"
"4177",0.53,"0.86",3,"150",3,0,0,0,"suporte","baixo"
"4178",0.45,"0.88",5,"268",3,1,0,0,"suporte","mediano"
"4179",0.95,"0.67",4,"270",4,0,0,0,"suporte","mediano"
"4180",0.95,"0.58",3,"163",3,0,0,0,"area tecnica","mediano"
"4181",0.7,"0.85",3,"188",2,0,0,0,"area tecnica","mediano"
"4182",0.19,"0.93",3,"110",4,0,0,0,"area tecnica","mediano"
"4183",0.74,"0.91",5,"135",3,0,0,0,"gerencia","mediano"
"4184",0.54,"0.59",4,"228",3,0,0,0,"TI","mediano"
"4185",0.5,"0.69",5,"172",2,0,0,0,"TI","mediano"
"4186",0.95,"0.72",3,"168",NA,0,0,0,"TI","mediano"
"4187",0.69,"0.69",5,"160",3,0,0,0,"TI","mediano"
"4188",NA,"0.74",5,"282",3,0,0,0,"TI","mediano"
"4189",0.96,"0.7",5,"184",2,1,0,0,"produtos","mediano"
"4190",0.61,"0.5",4,"217",4,1,0,0,"produtos","mediano"
"4191",0.76,"0.53",6,"281",3,0,0,0,"produtos","mediano"
"4192",0.61,"0.64",3,"245",2,0,0,0,"produtos","mediano"
"4193",0.37,"0.48",2,"285",5,0,0,0,"TI","mediano"
"4194",0.81,"0.9",4,"165",3,0,0,0,"P&D","mediano"
"4195",0.59,"0.9",3,"146",3,0,0,0,"P&D","mediano"
"4196",0.73,"0.82",3,"133",3,0,0,0,"P&D","mediano"
"4197",0.87,"0.57",2,"181",6,0,0,0,"P&D","mediano"
"4198",0.67,"0.66",6,"152",3,0,0,0,"P&D","mediano"
"4199",0.96,"0.78",2,"284",3,0,0,0,"P&D","mediano"
"4200",0.98,"0.51",3,"157",3,0,0,0,"marketing","mediano"
"4201",0.5,"0.58",4,"165",2,0,0,0,"comercial","alto"
"4202",NA,"0.71",3,"255",2,1,0,0,"contabilidade","baixo"
"4203",0.13,"0.65",4,"194",4,0,0,0,"suporte","mediano"
"4204",0.57,"0.68",3,"102",6,0,0,0,"area tecnica","mediano"
"4205",0.51,"0.94",4,"247",2,0,0,0,"gerencia","mediano"
"4206",NA,"0.69",3,"206",NA,0,0,0,"marketing","mediano"
"4207",0.8,"0.77",3,"171",2,0,0,0,"marketing","mediano"
"4208",0.56,"0.39",5,"263",4,0,0,0,"marketing","mediano"
"4209",0.96,"0.84",4,"272",4,1,0,0,"comercial","mediano"
"4210",0.96,"0.5",3,"158",2,1,0,0,"comercial","mediano"
"4211",0.87,"0.53",6,"216",6,1,0,0,"comercial","mediano"
"4212",0.61,"0.9",5,"113",3,0,0,0,"comercial","mediano"
"4213",0.18,"0.6",3,"140",4,0,0,0,"comercial","baixo"
"4214",0.24,"0.77",5,"178",5,0,0,0,"comercial","baixo"
"4215",0.86,"0.48",4,"153",3,0,0,0,"comercial","baixo"
"4216",0.25,"0.62",6,"271",5,0,0,0,"comercial","baixo"
"4217",NA,"0.82",3,"269",5,0,0,0,"comercial","baixo"
"4218",0.63,"0.55",3,"160",NA,0,0,0,"comercial","baixo"
"4219",0.89,"0.68",4,"258",NA,1,0,0,"comercial","baixo"
"4220",0.87,"0.82",4,"251",3,0,0,0,"comercial","alto"
"4221",0.87,"0.78",3,"170",2,0,0,0,"comercial","baixo"
"4222",NA,"0.99",4,"238",4,1,0,0,"comercial","alto"
"4223",0.98,"0.87",4,"152",2,0,0,0,"comercial","alto"
"4224",0.16,"0.51",3,"262",6,0,0,0,"comercial","baixo"
"4225",0.83,"0.68",4,"273",2,0,0,0,"comercial","baixo"
"4226",0.65,"0.77",3," ",2,0,0,0,"comercial","alto"
"4227",0.95,"0.64",3,"262",3,0,0,0,"comercial","baixo"
"4228",0.67,"0.67",3,"183",3,0,0,0,"contabilidade","mediano"
